source_id,ra,dec,g_mag,x_ref,y_ref,reference_flux,reference_snr
4246606861898214016,307.340200320585,6.408925591823662,9.473801612854004,442.0048800047584,151.35066528125498,18298.94140625,879.2702892449882
1748593512484122880,307.6796290800302,6.333507104244503,9.755528450012209,206.92936124163865,205.52654511650397,15649.9921875,718.863659200275
4246521301853355264,307.76489716534195,5.970067033993225,9.918498039245604,149.06086806413566,459.5238581967408,13157.1181640625,668.7154966082343
1748599864739985152,307.58558630998726,6.461084851921401,9.691349029541016,271.6815448349279,116.01889339682504,18207.388671875,585.6657963481434
4246524875266141696,307.78558586846333,6.100515320593916,10.090124130249023,134.23249736212912,368.61081706795153,11754.3251953125,553.6727404541338
1748545679430548096,307.6631838409449,6.261611636422717,10.56096649169922,218.59468722037607,255.64004632723717,11203.447265625,520.4138195535087
1748554411101737088,307.92807329217726,6.463879561337329,10.28725242614746,34.209644982898105,115.66596456926412,10449.8837890625,510.57213824398144
4246558655184701824,307.1399277108978,6.041796148541047,9.75973129272461,582.5868999450662,406.8635386244354,14825.306640625,490.12409762715737
1748528606938912896,307.88750640265494,6.137025044562091,9.604092597961426,63.36567491253216,343.5975607195032,18230.970703125,475.37806339526554
4246800096769291648,307.1895884010602,6.5436390025401785,10.15546417236328,545.8160387605401,56.57915635601256,11267.45703125,447.18652826406543
