source_id,ra,dec,g_mag,x_ref,y_ref,reference_flux,reference_snr
1748593512484122880,307.6796290800302,6.333507104244503,9.755528450012209,206.96771812863025,249.82451543984288,15219.224609375,946.4233839167439
4246606861898214016,307.340200320585,6.408925591823662,9.473801612854004,442.0591452598404,195.99352735767752,17631.82421875,871.7235703677259
4246524875266141696,307.78558586846333,6.100515320593916,10.090124130249023,134.0717579903872,412.5951140643792,11634.8642578125,739.2613034679673
4246558655184701824,307.1399277108978,6.041796148541047,9.75973129272461,582.1113699838154,451.77468271266713,14612.1513671875,677.2427742114526
4246800096769291648,307.1895884010602,6.5436390025401785,10.15546417236328,545.9576538570622,101.38031555547389,11300.078125,631.2098701034967
1748528606938912896,307.88750640265494,6.137025044562091,9.604092597961426,63.2759968402389,387.5336465612607,17945.060546875,570.5887899097618
1748599864739985152,307.58558630998726,6.461084851921401,9.691349029541016,271.7893699562444,160.46755279681202,14668.5263671875,565.9307950848686
1748545679430548096,307.6631838409449,6.261611636422717,10.56096649169922,218.57127839402028,299.8943542299989,10787.609375,520.8968559697623
1748545752448454272,307.6626986476747,6.264647777546145,11.436949729919434,218.89948409604148,297.7757580224718,10560.42578125,509.7325313045636
1748554411101737088,307.92807329217726,6.463879561337329,10.28725242614746,34.334456890507774,159.97305706228536,10291.060546875,502.7589428372637
