source_id,ra,dec,g_mag,x_ref,y_ref,reference_flux,reference_snr
4609118147678802176,267.9427602149485,37.2397233328705,10.169429779052734,346.4688714274089,403.3709815579853,7942.67236328125,737.7818641331739
4609137973247219840,267.8363879100009,37.525022754753664,9.747987747192385,404.3476550358316,203.91256387213525,11584.3076171875,630.2885460965548
4609098734425958400,267.7641854010998,37.26967379231553,9.918858528137209,445.5060457784319,381.8339289360296,9460.53125,603.0411671877046
4609334064273407360,267.51205854564967,37.75473756842681,9.922679901123049,582.3449941200191,42.04446687525558,9623.7744140625,548.9547201401198
4609079767850524160,268.1859033165131,37.39276594362703,10.11085033416748,211.21563737353603,297.1350676506351,8209.353515625,536.959815881241
4609331109335875328,267.65084013564945,37.70362777449487,11.229820251464844,506.0297419014394,78.43801086323612,7574.8876953125,534.4719356518308
4609331109336537984,267.6516618272372,37.70345161616307,10.737953186035156,505.5769179886854,78.56483215343093,7585.20654296875,507.87426841922104
4610578092961536000,268.39155365982367,37.41173410167273,10.219402313232422,97.28462602132612,284.0845500335205,7459.607421875,479.556145515537
4609305099013920000,267.49307963966,37.52111392460149,10.11184024810791,594.4112773984756,205.058181853807,8036.9892578125,377.6220013610933
4609109351585139328,267.5891829324133,37.23819951660677,10.608314514160156,542.866901791411,402.9736513217145,5031.20703125,330.6382801069404
