frame_index,file_name,background_rms,detected_sources,saturated_fraction_4095,usable_reference,reference_score
0,Qatar-1260821043741.fits,2.3037545680999756,459,0.0,True,137489.0737811285
1,Qatar-1260821043927.fits,2.3326549530029297,503,9.23076923076923e-05,True,208959.47035731486
2,Qatar-1260821044219.fits,2.344909191131592,454,8.307692307692307e-05,True,207431.73837321263
3,Qatar-1260821044515.fits,2.28837251663208,467,8.615384615384615e-05,True,214532.7451376466
4,Qatar-1260821044816.fits,2.3096108436584473,436,5.2307692307692306e-05,True,195022.79917210425
5,Qatar-1260821045116.fits,2.292571544647217,460,5.846153846153846e-05,True,200154.49190546086
6,Qatar-1260821045415.fits,2.347691535949707,415,3.076923076923077e-06,True,161694.58642671647
7,Qatar-1260821045715.fits,2.267681121826172,438,9.846153846153846e-05,True,237292.7517356117
8,Qatar-1260821050015.fits,2.339294672012329,420,0.00010153846153846155,True,246475.35943866274
9,Qatar-1260821050315.fits,2.346909523010254,402,8e-05,True,211811.22249181502
10,Qatar-1260821050615.fits,2.325258255004883,401,8.923076923076924e-05,True,221181.16082864068
11,Qatar-1260821050915.fits,2.2715935707092285,406,5.538461538461539e-05,True,203269.43482042043
12,Qatar-1260821051216.fits,2.365354537963867,393,7.384615384615384e-05,True,209762.9900163451
13,Qatar-1260821051516.fits,2.349428415298462,393,0.00011076923076923077,True,230082.60055486904
14,Qatar-1260821051815.fits,2.321988344192505,394,0.00010153846153846155,True,233327.3207192638
15,Qatar-1260821052116.fits,2.3356552124023438,396,0.00010461538461538461,True,230234.41487690233
16,Qatar-1260821052416.fits,2.334514617919922,384,0.00010461538461538461,True,230535.9596979635
17,Qatar-1260821052715.fits,2.3501229286193848,375,0.00010153846153846155,True,230445.3960420528
18,Qatar-1260821053015.fits,2.2736473083496094,408,0.00010153846153846155,True,239163.47421492124
19,Qatar-1260821053315.fits,2.3370704650878906,379,0.00010153846153846155,True,232961.8800455073
20,Qatar-1260821053616.fits,2.3401002883911133,382,0.00010461538461538461,True,232084.96499064908
21,Qatar-1260821053916.fits,2.2881038188934326,375,0.00010461538461538461,True,235667.0572160913
22,Qatar-1260821054215.fits,2.3285417556762695,402,0.00010461538461538461,True,232820.81665167
23,Qatar-1260821054515.fits,2.295283079147339,413,0.0001076923076923077,True,236561.7102976333
24,Qatar-1260821054815.fits,2.321139335632324,417,0.00010153846153846155,True,231183.97684037618
25,Qatar-1260821055115.fits,2.290884017944336,417,0.00010153846153846155,True,235003.0813457521
26,Qatar-1260821055415.fits,2.265930652618408,442,9.846153846153846e-05,True,238994.35315438698
27,Qatar-1260821055715.fits,2.2567315101623535,421,0.00010461538461538461,True,239568.1494518256
