frame_index,file_name,background_rms,detected_sources,saturated_fraction_4095,usable_reference,reference_score
60,CoRoT-2260816074215.fits,2.7199783325195312,813,6.153846153846154e-06,True,160514.60406773386
61,CoRoT-2260816074516.fits,2.735024929046631,792,6.153846153846154e-06,True,160157.97347833234
62,CoRoT-2260816074816.fits,2.728804111480713,670,0.0,True,158594.42317346812
63,CoRoT-2260816075115.fits,2.751769542694092,877,6.153846153846154e-06,True,161520.54141908017
64,CoRoT-2260816075415.fits,2.7482900619506836,778,6.153846153846154e-06,True,159845.2390863876
65,CoRoT-2260816075715.fits,2.69958758354187,868,6.153846153846154e-06,True,157550.33973002125
66,CoRoT-2260816080015.fits,2.719841241836548,774,6.153846153846154e-06,True,148899.8710749913
67,CoRoT-2260816080316.fits,2.749985456466675,845,9.23076923076923e-06,True,157861.10607558777
68,CoRoT-2260816080615.fits,2.7553484439849854,675,3.076923076923077e-06,True,158188.93157282975
69,CoRoT-2260816080915.fits,2.692397117614746,855,6.153846153846154e-06,True,147272.01185895494
70,CoRoT-2260816081216.fits,2.718761682510376,715,6.153846153846154e-06,True,155919.84599422992
71,CoRoT-2260816081515.fits,2.7232537269592285,871,1.2307692307692308e-05,True,155070.02721062946
72,CoRoT-2260816081815.fits,2.7125673294067383,839,1.2307692307692308e-05,True,155485.5638858038
73,CoRoT-2260816082115.fits,2.746455430984497,815,9.23076923076923e-06,True,153773.4611510305
74,CoRoT-2260816082415.fits,2.7063238620758057,856,6.153846153846154e-06,True,155775.58050681232
75,CoRoT-2260816082715.fits,2.7040534019470215,958,1.2307692307692308e-05,True,153437.33133902718
76,CoRoT-2260816083015.fits,2.7159361839294434,922,1.2307692307692308e-05,True,149302.00385376345
77,CoRoT-2260816083316.fits,2.712764263153076,857,1.2307692307692308e-05,True,151315.91205957942
78,CoRoT-2260816083615.fits,2.671525001525879,821,9.23076923076923e-06,True,151749.531723341
79,CoRoT-2260816083915.fits,2.6753814220428467,1037,1.5384615384615384e-05,True,150249.90516107535
80,CoRoT-2260816084215.fits,2.6789534091949463,836,9.23076923076923e-06,True,147142.81270929292
81,CoRoT-2260816084517.fits,2.704564332962036,804,6.153846153846154e-06,True,148322.9793818895
82,CoRoT-2260816084816.fits,2.70692777633667,894,1.2307692307692308e-05,True,149185.81043852045
83,CoRoT-2260816085116.fits,2.7008023262023926,715,3.076923076923077e-06,True,149653.0224666591
84,CoRoT-2260816085415.fits,2.706874370574951,741,3.076923076923077e-06,True,148652.10142393672
85,CoRoT-2260816085715.fits,2.687697410583496,777,3.076923076923077e-06,True,148984.9227582316
