source_id,ra,dec,g_mag,x_ref,y_ref,reference_flux,reference_snr
4287806009289486720,291.4646668773177,1.2822541343379208,10.005884170532228,379.0472155521442,192.7250729969581,12189.4326171875,591.6620126372931
4263777140417233664,291.2451532372033,1.0475500787837355,12.941411018371582,533.0095612920616,355.7079056721142,12048.6181640625,579.7890054293086
4287812125324703872,291.452829646466,1.3930237078582792,10.35449504852295,386.9651975410307,115.35772077937064,9104.7265625,576.8532799025091
4287762269341875968,291.92118181390595,1.1010330200371965,10.267372131347656,61.19217344765373,320.8524577286305,10482.7568359375,497.0584777110972
4287762406780828416,291.9419587639341,1.12224438495614,9.982994079589844,46.60786965305158,306.1198697412584,12903.0947265625,485.1405466280484
4287780720521799936,291.41375218126603,1.0155290581695848,10.257671356201172,415.5264324622848,378.7166851354285,9241.50390625,430.3978925322656
4263764019323337728,291.300510167284,0.9670002935561848,10.45549488067627,494.7054822412251,412.1602670980795,8287.708984375,411.26050854528467
4263778416053903488,291.18430553393586,1.096996436518652,11.107683181762695,575.2777556096758,320.9419678101327,5460.91162109375,355.5760216479797
4287742168893860480,291.8288418586488,1.1107515002371615,10.463229179382324,125.5774752992752,313.7567947988297,9054.3642578125,353.21763211030435
4287739935510546304,291.7304667226053,1.0426594242795728,11.036306381225586,194.48766527248503,360.9363230353882,4854.53125,320.0802999653272
