frame_index,file_name,mjd_utc,weather,background_rms,shift_x,shift_y,registration_stars,target_flux,target_snr,comp_1_flux,comp_1_snr,comp_2_flux,comp_2_snr,comp_3_flux,comp_3_snr,comp_4_flux,comp_4_snr,comp_5_flux,comp_5_snr,comp_6_flux,comp_6_snr,comp_7_flux,comp_7_snr,comp_8_flux,comp_8_snr,comp_9_flux,comp_9_snr,comp_10_flux,comp_10_snr,bjd_tdb,ensemble_flux,differential_flux,accepted,hours_from_expected_mid,detrended_flux,transit_model
10,CoRoT-2260809054815.fits,61261.24234722222,100.0,2.8441860675811768,6.44957529807526,19.47423002252998,9,1798.0,114.337694372356,12410.0,473.5030435464754,14513.5,553.7620002023989,9269.0,442.07289591380743,10465.5,499.1384067521795,13052.0,493.09201825802194,9116.5,351.37114335819314,8273.0,520.909984044414,5458.5,257.77110611988707,9172.5,441.9118922356478,4879.5,230.4285265754308,2461261.7481472455,1.025777535770537,1.0387061953751209,True,-1.229226116091013,0.9984793667543912,0.9681625589551084
11,CoRoT-2260809055115.fits,61261.24434722222,100.0,2.722182273864746,4.404513337245589,20.104813857322313,9,1572.0,84.84092779449351,10884.5,415.29765330230555,12264.5,389.9595808202892,7842.5,489.03236306672505,9606.5,458.16951932204023,11974.0,461.5058487984429,8189.5,394.5530053381126,7388.5,465.21738391298845,4890.0,310.9629173975644,8341.0,401.8519589138772,4476.0,293.5796132670426,2461261.750147175,0.9210436306040093,1.0114130586242183,True,-1.181227806955576,0.9724582401194661,0.9681625589551084
12,CoRoT-2260809055417.fits,61261.24634722222,100.0,2.848874568939209,3.7571103434406723,18.31766884724584,9,1797.5,84.06461644365046,12087.0,582.3264149852575,13618.75,477.1803132790588,9082.5,433.17802105266543,10290.5,495.77479717099305,12881.0,481.9299357599607,9045.0,348.61536682661733,8225.5,384.6862322988856,5337.0,342.8340174596751,9121.0,344.58261557856406,4919.5,306.7637500933062,2461261.752147104,1.0138201144744095,1.050664876320199,True,-1.1332295089960098,1.0104217138548068,0.9681625589551084
13,CoRoT-2260809055716.fits,61261.24834722222,100.0,2.2469406127929688,3.227345177369557,18.3506464246326,9,468.0,29.467650493507286,3381.0,212.88488529604302,4078.5,196.49361160894952,2611.5,164.4332676576801,2904.5,186.57699151426388,3580.5,341.5345784484599,2658.0,128.0568884777707,2374.0,149.4790646828767,1564.0,98.47736190565256,2588.5,164.60685310502976,1369.0,87.05689855158808,2461261.754147033,0.2895170196946516,0.9579172016409667,False,-1.0852312110364437,0.9214303276542118,0.9681625589551084
14,CoRoT-2260809060015.fits,61261.25034722222,100.0,2.8597772121429443,0.7557326812089684,16.59160301209137,4,614.0,23.19633000386343,4368.0,117.87060197402916,7957.0,248.08610219457643,2400.25,54.41836791373774,4231.0,79.92155720386496,5040.0,137.35785308358672,3245.0,95.240648131675,2520.0,96.15049715851072,1677.0,58.16896960130681,3767.5,65.34036761267842,1886.0,44.97515814507718,2461261.7561469623,0.37608858352016816,0.9674631663801619,True,-1.0372329130768776,0.9308186250924084,0.9681625589551084
15,CoRoT-2260809060316.fits,61261.252347222224,100.0,2.8879470825195312,1.0719745704039383,9.807193544803994,10,1859.5,89.5868262319092,12831.5,611.981698556265,15253.5,480.2188106866596,9674.0,466.07311479832725,10894.0,519.5751567682618,13588.5,427.80039394340145,9629.5,360.27826383049,8660.5,556.3264021378145,5679.5,270.87636339869124,9661.5,361.47551233171805,5144.0,245.33638759096186,2461261.7581468914,1.0671584359254391,1.0325795016279251,True,-0.9892346151173115,0.9936884477231749,0.9681625589551084
16,CoRoT-2260809060615.fits,61261.254347222224,100.0,2.899186134338379,0.3501251656807298,13.600384873997541,10,1799.5,84.97922606260636,12586.5,475.5058755596532,14914.0,474.20255113162324,9543.0,455.14096943634314,10748.5,502.6806841972612,13311.0,513.0369428224548,9384.0,354.5185028603492,8354.5,536.6698142902109,5663.5,353.1571295158938,9455.0,446.50101829505036,5070.0,322.40940515452996,2461261.7601468205,1.052589553128721,1.0130922990834246,True,-0.9412363171577454,0.9751510510898185,0.9681625589551084
17,CoRoT-2260809060916.fits,61261.256347222225,100.0,2.8538546562194824,0.3987141479114982,13.125058490880235,10,1842.5,87.00984941392176,12715.0,606.425382624238,14320.0,455.3158463326301,9734.0,455.2350355841411,10897.0,686.1303150165575,13374.5,520.8263304516829,9606.5,462.8211057794223,8687.0,410.23314076457984,5804.5,365.48072070419454,9381.0,461.472914218855,5127.5,332.78963816603783,2461261.7621467495,1.0663241229581422,1.0239399337819461,True,-0.8932380191981792,0.985810679802633,0.9681625589551084
18,CoRoT-2260809061215.fits,61261.25934722222,100.0,2.8756487369537354,3.5760609513212884,11.653534383299643,10,1807.0,84.50890787965307,12747.5,596.1689558361248,12398.0,386.5491384954579,9528.5,612.0843049212131,10753.5,512.8741920605381,13371.75,459.2471509167321,9402.5,444.02176885449086,8484.5,534.2270953251337,5579.0,354.77752886728257,9340.0,445.45914854190977,5107.5,241.19555271728922,2461261.765146643,1.0514329347438687,1.0184337768301577,True,-0.8212405778467655,0.9808353518284653,0.9681625589551084
19,CoRoT-2260809061515.fits,61261.26134722222,100.0,2.852339506149292,-2.4841132249182607,10.132097554644922,10,1826.0,85.39749075165827,12509.0,596.6004806328425,14421.5,550.2517439569295,9495.5,394.738650812886,10591.0,680.3363460587257,13163.0,621.6068644968533,9313.0,358.94471102888747,8532.0,532.0273027332227,5567.0,357.60857695297193,9305.5,452.9654770288735,4963.5,325.55460465839275,2461261.767146572,1.0427473510071357,1.0377145269455297,True,-0.7732422798871994,0.9996257264269732,0.9681625589551084
20,CoRoT-2260809061815.fits,61261.26334722222,100.0,2.8665504455566406,2.5561517247370915,10.024069150628804,9,1826.0,86.23065673260307,12704.5,489.66102021545163,14527.0,548.8161009220261,9699.5,453.62155615865794,10828.0,511.33929414053995,13343.5,514.2895685186256,9546.0,364.2272404266442,8567.0,539.4217132005917,5669.0,273.12057967662986,9615.5,454.08043801333224,5114.5,335.45865327396996,2461261.7691465006,1.0614915427526377,1.0193901981244826,True,-0.7252439931035042,0.9821915984273868,0.9681625589551084
21,CoRoT-2260809062115.fits,61261.26534722222,100.0,2.859513998031616,0.16363767821536612,10.374097321645081,9,1819.5,85.09350187439334,12494.0,595.8850751480321,14984.5,481.2812754941448,9592.5,452.9942906393729,10683.0,509.5117862819295,13214.0,504.1796307351431,9370.5,354.008485832577,8450.75,638.5224292512993,5622.0,265.4921972347724,9378.5,442.88839768166366,5034.0,320.12010760313683,2461261.7711464297,1.0488854163672863,1.0279695049594084,True,-0.6772456951439381,0.9906773816785949,0.9681625589551084
22,CoRoT-2260809062415.fits,61261.26734722222,100.0,2.8840723037719727,-3.6198714609032194,8.438291910771,10,1778.5,84.82324364901355,12554.0,532.2192862997987,13741.0,524.2872942282127,9497.0,452.9470592829247,10663.0,503.5473673273529,13100.0,624.7874567343702,9282.0,354.1543312005145,8402.5,529.0639599822542,5570.5,263.06017159308067,9194.5,354.3774450290031,4981.5,235.2453540599464,2461261.7731463583,1.0407791023835542,1.0126317136001899,True,-0.6292474083602428,0.9761123707570074,0.9681625589551084
23,CoRoT-2260809062715.fits,61261.26934722222,100.0,2.858773708343506,-1.803126630308391,11.087215597292243,10,1824.0,87.87651037752212,12767.75,689.0761805649774,15324.0,441.02490463507,9664.0,460.9119070138133,10695.0,505.05852889112253,13232.5,618.8512028320472,9547.5,450.86921969032187,8466.0,403.7748556269602,5643.5,307.6107316973102,9364.5,353.78181159801153,5053.5,324.622766953807,2461261.775146287,1.0541580905376258,1.0253574853631586,True,-0.5812491215765476,0.9885983834301963,0.9681625589551084
24,CoRoT-2260809063016.fits,61261.271347222224,100.0,2.732823610305786,-1.2193354558301195,10.348675316860238,9,1556.5,97.05819230007747,10859.5,523.1880287525776,11291.0,362.6511983452493,8191.5,383.0961366331921,9314.0,448.72906669750057,11361.0,531.3257899395343,8279.0,390.9658308265174,7215.0,449.9035383521098,4957.0,315.2235545071016,8109.5,382.96139691842524,4357.0,271.68811040889017,2461261.777146216,0.9029381616197367,1.0215210848058245,True,-0.5332508236169815,0.9851179753551594,0.9681625589551084
25,CoRoT-2260809063316.fits,61261.273347222224,100.0,2.866050958633423,-4.518898076564994,13.06834303156316,10,1666.5,78.69846081318893,11837.5,564.5741617628327,13166.0,502.3481926940286,9152.0,570.6884522520456,10031.5,378.9804306738697,12279.0,585.6309298657505,8782.5,423.1225067930855,8016.0,504.7279622990479,5323.5,341.96681505463374,8681.0,334.5859590295042,4679.0,306.8943276310305,2461261.7791461446,0.9821291894553035,1.0055251041904798,True,-0.4852525368332863,0.9699071623185535,0.9681625589551084
26,CoRoT-2260809063615.fits,61261.275347222225,100.0,2.354924201965332,-1.54401507734255,10.544669014446185,9,810.0,51.00170277722415,4922.0,312.99784855435826,4656.0,222.06186248513188,3965.0,302.5688263757897,4429.0,276.1777922884954,5606.0,352.9821552705168,3246.5,156.40958933148332,2873.5,180.9301147288316,1922.5,122.25484840425717,3786.5,182.4256614827234,1988.5,187.80904809724117,2461261.7811460732,0.4096390857098279,1.171763185556988,True,-0.43725425004959106,1.1305075298765268,0.9681625589551084
27,CoRoT-2260809063915.fits,61261.277347222225,100.0,2.699824571609497,-2.656514004002233,10.413190573003646,9,1403.0,66.2549898115236,9792.5,467.04054733368855,11235.0,424.4475042237877,7500.5,467.7063741386001,8555.0,544.0261264491132,10666.0,503.68903872395634,7453.0,478.7599647980061,6719.5,419.0057970834376,4423.0,206.85273909889625,7396.5,356.3479216049026,4050.5,255.03999641869927,2461261.783146002,0.832677098390863,0.9984751700438149,True,-0.38925596326589584,0.9635344842492279,0.9681625589551084
28,CoRoT-2260809064216.fits,61261.279347222226,100.0,2.860827922821045,-4.492792602277973,8.392939376549549,10,1772.5,84.5370814550894,12547.5,598.4366880438557,13765.0,643.7549070079825,9360.5,446.4368693711506,10657.5,498.42483991555207,13065.0,493.58314576624707,9227.0,363.11784069906196,8323.5,453.6897183100135,5551.0,264.74772307881597,9123.5,444.1062306886172,4974.0,322.827042464724,2461261.7851459305,1.0340635990562728,1.015769601917116,True,-0.3412576764822006,0.980441327266133,0.9681625589551084
29,CoRoT-2260809064515.fits,61261.281347222226,100.0,2.7474145889282227,-4.260884970000824,9.691417903078758,10,1641.5,78.2892068877457,11397.0,549.0836561253396,11480.0,368.7216151805387,8283.5,532.1089720118454,10044.5,474.3394477276185,12497.0,590.1558144508983,8721.5,411.8623618255189,7716.0,490.6727751819237,5114.5,325.2392312944464,8781.5,410.6889731849327,4730.0,303.84202784040906,2461261.787145859,0.9607296189275881,1.0125020833921619,True,-0.2932593896985054,0.9775044620175802,0.9681625589551084
30,CoRoT-2260809064815.fits,61261.28434722222,100.0,2.8607635498046875,-3.6019231517418966,7.040745278874823,10,1693.0,81.56520398527684,11836.5,501.80130494564025,14874.0,567.5168629903526,9047.5,483.5761524491493,10106.0,385.5940175729799,12516.5,482.41506234221737,8836.0,337.1372194018257,7927.5,504.12239829635826,5161.5,248.6702896456033,8760.0,337.63080302942706,4766.0,234.45047534026895,2461261.7901457516,0.9864164398390544,1.017074755387241,True,-0.22126197069883347,0.982246243427234,0.9681625589551084
31,CoRoT-2260809065116.fits,61261.28634722222,100.0,2.8453850746154785,-1.2665630396082221,1.1334932449275357,10,1720.0,109.37754967767091,12397.0,585.4334345641183,12892.0,487.0473720029435,9377.0,584.718708125812,10373.5,510.2962664587243,13087.5,499.3530283976226,9334.75,352.6578851849579,8370.25,395.27500247320415,5546.0,363.76062001318553,9208.5,434.8603518741376,4962.75,382.5518876105683,2461261.79214568,1.0329714831520778,0.9867254574627984,True,-0.17326368391513824,0.9531479408823087,0.9681625589551084
32,CoRoT-2260809065416.fits,61261.288347222224,100.0,2.760687828063965,0.4450664117601164,6.737283831604486,9,1752.0,83.5593606258486,12409.5,663.2703248209691,14106.5,479.8007381412994,9357.0,446.2699414246948,10552.5,493.5142503597338,13056.0,457.4624080896845,9334.5,356.15746655798347,8311.0,533.8754954295222,5560.0,265.17696636970214,9120.5,443.9601991555361,4939.0,233.2383426080649,2461261.7941456083,1.0318563257147162,1.00616936326198,True,-0.12526540830731392,0.9721461731759953,0.9681625589551084
33,CoRoT-2260809065716.fits,61261.290347222224,100.0,2.6337943077087402,-3.9155585284889582,6.568206564478714,10,1313.0,62.004847913421585,9887.0,466.90169940594,12005.5,453.5562538458997,7107.5,466.1789770544025,7969.0,376.32645317749933,9813.0,374.4146145303435,7702.0,290.97415910383734,7039.0,438.9287604241859,4681.0,250.19286760038327,7016.5,334.6428389447869,3810.0,237.5789994624447,2461261.796145537,0.8043981365959557,0.9672748340351961,True,-0.0772671215236187,0.9347745768858972,0.9681625589551084
34,CoRoT-2260809070015.fits,61261.292347222225,100.0,2.8299543857574463,-1.6797657323056683,4.400539213091918,9,1735.0,81.93329103563325,12522.5,591.3600213220273,13729.0,518.6684277248225,9446.0,441.7659899453253,10422.5,497.08757769572316,12872.0,405.24315935088225,9457.0,364.494806421152,8455.0,532.3696259030003,5683.0,354.3730850249536,9196.0,350.8730047101844,4984.5,313.84936727539974,2461261.798145465,1.038716414560093,0.989825648017298,True,-0.029268845915794373,0.9567803560460915,0.9681625589551084
35,CoRoT-2260809070315.fits,61261.294347222225,100.0,2.8118300437927246,-5.236338093814972,2.309562667721039,10,1727.0,80.76750631331535,12406.0,683.0801928217664,12886.0,413.8803774578765,9446.5,450.5385274840632,10475.0,504.66362182266676,13192.5,493.5844016391027,9327.5,449.37946850128156,8434.5,394.4606438909429,5583.5,358.668491003578,9346.5,353.10178889431523,5079.0,316.7096425904873,2461261.8001453932,1.0415899451709798,0.9825434780281143,True,0.018729429692029953,0.9499524987043166,0.9681625589551084
36,CoRoT-2260809070616.fits,61261.296347222225,100.0,2.824225902557373,-3.663231397333554,5.316882430317719,9,1712.5,80.87075556110774,12286.0,585.9647857586621,12597.0,400.5316840958199,9244.0,587.8407379188313,10433.0,497.5883615350904,12797.5,604.3465660106723,9055.0,290.833991764789,8250.5,519.4932700783801,5465.5,260.669911815397,9013.5,354.7157968073041,4941.0,233.3327902058005,2461261.802145322,1.0180295443724077,0.996842204064348,True,0.06672771647572517,0.9639913023759304,0.9681625589551084
37,CoRoT-2260809070916.fits,61261.298347222226,100.0,2.846742630004883,-4.580949218912636,5.512228768032315,10,1682.0,79.43042969563984,12113.5,577.737622683343,12216.5,466.1200589432326,9114.0,573.8636038415073,10194.5,635.6953044671634,12521.0,477.73824401655264,8742.0,280.78086758782837,8050.0,506.8687745143882,5281.25,285.0293574520794,8588.5,371.61239166442596,4724.5,225.3288808657658,2461261.80414525,0.9911843775440534,1.0056057816512955,True,0.1147259920835495,0.9726824238484938,0.9681625589551084
38,CoRoT-2260809071215.fits,61261.300347222226,100.0,2.744689464569092,-2.0948723581778594,3.051123144173914,10,1703.0,81.22236937546812,12227.0,785.428430106698,11720.5,447.19519918504955,9190.0,438.30509369380627,10226.5,503.0649991748343,12810.0,488.76502722242947,9263.5,441.81058056937695,8231.5,528.7686368220565,5501.0,353.36892075054766,9043.5,431.31796679215853,4910.5,312.2665451698855,2461261.806145178,1.017331503793864,0.9919924640313416,True,0.16272426769137383,0.9597283173598337,0.9681625589551084
39,CoRoT-2260809071516.fits,61261.30234722223,100.0,2.826586961746216,2.4924629762723356,4.069016018031675,9,1702.0,80.37490567299584,12441.0,593.3573091017023,13821.5,527.3587684429983,9437.5,441.36846602890193,10603.0,500.7139393952849,13045.0,497.7314426320525,9308.0,448.43999922915344,8397.5,523.6403275553489,5594.0,269.50723632229096,9182.0,353.8956659150913,4991.0,327.35832212149455,2461261.8081451063,1.0385287205440006,0.9711744823621951,True,0.21072254329919815,0.939796557715162,0.9681625589551084
40,CoRoT-2260809071816.fits,61261.30434722222,100.0,2.7922511100769043,0.45403304069577644,2.389719408685494,9,1714.5,81.77084691382272,12331.5,659.1013345041928,12524.5,398.22648864476434,9173.5,437.5181476605149,10226.5,487.7396126942013,12881.0,486.6318025729069,8994.5,353.96807393169104,8206.5,516.7228072114691,5354.0,340.46941917107563,8981.5,432.70991115993144,4790.0,301.6026621023502,2461261.8101450345,1.006644362996286,1.0092938850577446,True,0.2587208189070225,0.9769017817456465,0.9681625589551084
41,CoRoT-2260809072115.fits,61261.30634722222,100.0,2.835508346557617,-1.6197432486692946,4.812955449124644,10,1736.0,85.39782316212901,12431.5,465.11233571927266,14011.0,524.2077734595769,9284.5,584.5991474507872,10439.5,557.9765950254649,13155.0,517.699706773183,9309.5,351.70396444782835,8244.5,540.7544954379207,5438.5,345.84290925698446,9069.5,424.1580188237485,4906.5,308.9380921931485,2461261.812144962,1.0232019704539916,1.005413173983912,True,0.3067190833389759,0.9733623087958152,0.9681625589551084
42,CoRoT-2260809072417.fits,61261.309347222224,100.0,2.731893539428711,0.40108685739059524,2.0200956248226234,10,1730.5,83.37187566244629,12402.5,591.5211016906891,14571.25,611.6531371132736,9398.5,439.54453276531234,10508.0,668.2205186121895,13015.0,501.62841340502206,9375.5,357.72181988476876,8429.0,536.0135850192373,5619.0,357.32119281327493,9117.0,439.23801815343705,4947.5,243.37887678262285,2461261.8151448546,1.0351879446844616,0.9906234773571104,True,0.37871650233864784,0.9593645165950739,0.9681625589551084
43,CoRoT-2260809072715.fits,61261.311347222225,100.0,2.7380857467651367,-0.3400361641286125,-0.06425793951251535,10,1688.0,79.71377248884664,12157.5,579.8361454387867,12000.0,572.3243878482781,9077.5,577.2527367436383,10317.5,487.231544818528,12884.0,496.5793682912259,9109.0,344.12926710943316,8218.0,388.08517909558157,5354.5,347.5225972813359,9020.0,337.4744212836616,4813.5,309.2058353086277,2461261.8171447823,1.0075705028289268,0.9927804490978974,True,0.4267147667706013,0.9616676324346436,0.9681625589551084
44,CoRoT-2260809073016.fits,61261.313347222225,100.0,2.741102933883667,0.3769306495661624,2.5590574854483066,10,1692.0,63.92213414745427,12282.0,580.0026976943213,13831.5,527.7403180348972,9152.5,432.2158191375408,10525.5,492.25152733109485,12890.5,414.02491119205,9318.5,352.0439757996765,8328.0,524.3730626280527,5559.5,346.67203346757515,9009.0,343.73802734167583,4944.0,269.4830260497035,2461261.8191447104,1.0284151508024162,0.9749629474870538,True,0.4747130423784256,0.9446189711703831,0.9681625589551084
45,CoRoT-2260809073316.fits,61261.315347222226,100.0,2.738421678543091,3.139608980038787,-1.4975258333971055,10,1697.5,107.94673870805022,12189.5,767.5126617320664,13318.5,503.1601321766369,9236.5,444.9952785646837,10370.5,494.60750534838064,12897.5,492.10358615154445,9141.5,387.548399371484,8338.0,525.0027132796234,5522.0,344.33365748861405,9069.5,339.3264150589988,4942.0,308.16677568068286,2461261.821144638,1.0220554602126009,0.9842185332258586,True,0.522711306810379,0.9537990423566564,0.9681625589551084
46,CoRoT-2260809073616.fits,61261.317347222226,100.0,2.852088212966919,3.3434501975600597,4.8649253499033875,9,1468.0,72.21428825000311,10302.5,321.2149136432856,13418.0,502.0212621711942,7980.0,373.20480624218675,8531.0,268.5774854274687,10662.5,419.61027164341044,7522.0,239.16800252193042,6534.5,321.44704807196547,4375.5,278.24503989223786,7755.5,292.9953376953792,4074.0,192.3897565874178,2461261.8231445663,0.8457563816072946,1.0285774306221598,True,0.5707095824182034,0.997009155802895,0.9681625589551084
47,CoRoT-2260809073916.fits,61261.31934722223,100.0,2.775853157043457,3.8912496224381954,4.605988718625554,9,1683.5,107.0564563269529,11957.5,564.6785749617202,12019.5,454.08516039321904,8973.0,576.4005318841417,10197.5,385.2517511635136,12296.0,469.1533781988285,8932.0,337.4423771897527,8036.5,516.2423798603484,5438.0,259.35833509324465,8882.0,332.3112871221156,4866.0,227.57075027249132,2461261.825144494,0.9930743178904393,1.0045870803998507,True,0.6187078468501568,0.9739722394479672,0.9681625589551084
48,CoRoT-2260809074215.fits,61261.32134722223,100.0,2.7527129650115967,4.25704163235433,5.369773047885815,10,1682.0,81.87501288083018,12351.0,583.2611398161996,13331.5,462.42076221814057,9294.5,434.68071072907327,10474.0,499.54380319357205,12992.0,450.64475435908054,9349.5,396.36643438425745,8416.5,397.4591031708399,5638.5,301.3698961685027,9076.0,432.86801200924765,4912.0,309.28440005151236,2461261.8271444216,1.0303674098829299,0.9673643898092528,True,0.6667061112821102,0.9380931010429221,0.9681625589551084
49,CoRoT-2260809074515.fits,61261.32334722222,100.0,2.7584526538848877,3.145131481930065,7.39901905662046,10,1573.5,74.30664751848353,11709.0,558.4455214429573,11530.5,444.41232583685036,8790.0,415.09719204796323,9898.5,472.09607942634835,11880.5,566.624990819289,8684.0,328.07317549438113,7695.0,489.3373516102777,5237.0,244.92150003638247,8544.5,322.8029995407346,4716.5,222.73104735997939,2461261.8291443493,0.965018199440725,0.9662454500701038,True,0.7147043757140636,0.93721705919318,0.9681625589551084
50,CoRoT-2260809074817.fits,61261.32534722222,100.0,2.7750558853149414,6.595848679522327,4.219087104970612,10,1605.5,76.57223372420087,11710.5,553.0142966413736,11889.75,408.3484818824922,8826.5,550.3913487546636,9630.5,463.97737565281074,12166.0,580.2415418801792,8677.5,337.91696754977596,7784.5,367.6136622863902,5087.0,245.08103524695997,8729.0,373.817767585473,4592.0,294.977292144431,2461261.831144277,0.9625384915993498,0.9884356996742572,True,0.7627026401460171,0.9589545953413549,0.9681625589551084
51,CoRoT-2260809075115.fits,61261.32734722222,100.0,2.7344284057617188,8.677474908768318,6.3447382132517305,9,1664.0,77.82115257982441,12092.0,461.3697665240919,12878.5,409.4822016057805,9117.0,434.82345366772927,10299.0,491.1974058707846,12591.5,396.4123089626036,9129.0,586.4215374535083,8308.5,518.0905818986146,5368.25,295.5783689436924,9055.5,427.6351106473642,4880.0,307.26951796648626,2461261.8331442047,1.0079307910949797,0.9783152601210235,True,0.8107009045779705,0.949347848538896,0.9681625589551084
52,CoRoT-2260809075415.fits,61261.32934722222,100.0,2.716904878616333,6.239182864456026,1.0102191970087944,10,1642.5,79.9522643619284,11866.5,443.9734168694646,12694.5,474.95222183874085,9008.5,429.64868732760107,9951.5,379.69907637814265,12338.0,475.53525659555606,8950.0,418.5693002340315,7865.5,378.9433620473685,5306.0,250.56947679254756,8632.0,326.10866546148065,4726.0,303.5850789796561,2461261.8351441324,0.982119860765313,0.9910535080462249,True,0.8586991690099239,0.9619236179021198,0.9681625589551084
