frame_index,file_name,mjd_utc,weather,background_rms,shift_x,shift_y,registration_stars,target_flux,target_snr,comp_1_flux,comp_1_snr,comp_2_flux,comp_2_snr,comp_3_flux,comp_3_snr,comp_4_flux,comp_4_snr,comp_5_flux,comp_5_snr,comp_6_flux,comp_6_snr,comp_7_flux,comp_7_snr,comp_8_flux,comp_8_snr,comp_9_flux,comp_9_snr,comp_10_flux,comp_10_snr,bjd_tdb,ensemble_flux,differential_flux,accepted,hours_from_expected_mid,detrended_flux,transit_model
53,CoRoT-2260809075716.fits,61261.33134722222,100.0,2.717926025390625,10.539428989456269,5.032794209352744,9,1687.0,79.66654868997884,12202.5,775.9764825242903,13339.5,636.210097641842,9036.0,563.4550758904594,10179.5,480.71466057477153,12554.5,483.8796708485094,9240.0,445.16390125455285,8135.0,512.2208050527388,5394.5,346.5276573329993,8843.5,337.4233815957498,4876.75,274.1697393718978,2461261.83714406,1.0077703440811747,0.9919955568995973,True,0.9066974334418774,0.9630529717069991,0.9681625589551084
54,CoRoT-2260809080015.fits,61261.334347222226,100.0,2.720944404602051,10.893592618559495,0.2073519594562896,10,1684.0,79.52487729337544,11988.5,589.7418219926174,12502.0,492.0016521534272,9000.0,429.2432908862085,10059.0,494.8252898547556,12672.0,526.7893405403498,9236.5,352.4182805573747,8150.5,508.238224440592,5439.5,345.90650085563425,9024.0,426.1475609830285,4856.0,308.8008030434709,2461261.8401439516,1.0066206250105394,0.9913624866522852,True,0.9786948300898075,0.9627608378411889,0.9681625589551084
55,CoRoT-2260809080316.fits,61261.336347222226,100.0,2.6973793506622314,6.931288118601884,1.0571057340373216,10,1665.0,78.62762511488724,12087.0,582.3264149852575,10680.5,343.0427884090369,9032.5,430.79333610329763,10120.0,394.09043060832414,12588.0,480.294626282275,9050.5,431.65182268507004,7998.5,508.6374018004947,5334.5,346.22453920950346,8922.5,378.2640259686119,4804.5,305.5258357130058,2461261.8421438793,0.9955400319623404,0.9910868824850939,True,1.026693094521761,0.9627082225942228,0.9681625589551084
56,CoRoT-2260809080616.fits,61261.33834722223,100.0,2.7544078826904297,12.610618115135338,3.0605005614507377,10,1732.5,81.81523153846375,12264.0,584.9155243809402,12469.0,480.5843017093523,9186.0,572.8085798063037,10255.5,489.1227299648346,12808.0,483.8739327190274,9212.5,348.039397655687,8243.0,389.2657740672766,5453.5,357.69357036457035,9060.0,338.9709819101967,4911.5,322.14393890998207,2461261.8441438065,1.017626253673542,1.0088838244497815,True,1.0746913477778435,0.980214565827661,0.9681625589551084
57,CoRoT-2260809080916.fits,61261.34034722222,100.0,2.7524495124816895,12.221088399270755,9.007910428904978,10,1677.5,81.65596558120846,12281.0,574.351907952418,14063.0,526.1533022740724,9089.0,495.41489153838086,10262.5,489.4565858577461,12783.5,487.75392080389753,9191.0,429.8402724526239,8082.5,519.1972917590077,5522.5,351.1846035435684,8955.0,418.80313783192764,4837.0,310.7154098655515,2461261.846143734,1.0125371274136812,0.9817655542303252,True,1.122689612209797,0.9540801158206198,0.9681625589551084
58,CoRoT-2260809081215.fits,61261.34234722222,100.0,2.7215042114257812,15.590961356037695,7.477850880166443,9,1649.25,69.230089140195,11945.0,569.7012344039734,11744.0,448.09184072601187,9090.0,433.5357237950706,10008.0,477.3185394654639,12500.25,437.9897722673927,8940.5,341.1244126371687,8098.0,386.22357439961297,5316.0,338.0529384223829,8867.0,418.7334245607839,4786.5,301.38228437430047,2461261.8481436614,0.9918480370022387,0.9853660005087327,True,1.1706878654658794,0.9577931138377108,0.9681625589551084
59,CoRoT-2260809081515.fits,61261.34434722222,100.0,2.723454475402832,13.280833664633306,7.247239928057525,10,1740.5,83.010883087494,12061.5,767.0100671146673,12340.0,475.612341253782,9152.5,440.9483340078241,10249.0,483.9967145960837,12770.0,482.4383292334462,9108.0,351.04353356073307,8186.5,390.44446675999404,5473.5,348.06861520972774,8882.5,342.3522383457632,4895.5,308.2454764764208,2461261.850143589,1.0080600310776386,1.0231607003650465,True,1.2186861298978329,0.9947526218879099,0.9737615280368066
60,CoRoT-2260809081815.fits,61261.34634722222,100.0,2.73189640045166,13.309901924923196,3.7073187149886095,10,1677.0,80.79435740301787,12034.5,562.82371437614,13261.5,501.0067269482653,9047.0,435.86556435605405,10285.0,641.3385851630561,12461.5,480.2952342410052,9024.0,430.3879396619051,8058.0,517.6234799868956,5362.0,334.35658664504683,8779.0,334.96238672800223,4860.0,231.7913770785526,2461261.8521435163,0.9986599338595811,0.9951112927271099,True,1.2666843831539154,0.9676984004207079,0.9816920854787244
61,CoRoT-2260809082115.fits,61261.34834722222,100.0,2.7180867195129395,16.200309191498377,4.0607270378979194,9,1684.75,92.76312710434233,11908.0,742.5434975324912,13008.5,486.7002227570413,8869.0,563.9938884251532,10154.0,479.51045370364267,12476.0,471.33129173973964,9014.0,374.72215243297927,7939.5,504.88549748015595,5324.5,259.18163263019045,8851.0,334.38227502311923,4739.0,307.574860120693,2461261.854143444,0.9934334270379062,1.0049695764186077,True,1.3146826475858688,0.9775037477665696,0.9896226447671864
62,CoRoT-2260809082416.fits,61261.35034722222,100.0,2.7238516807556152,16.95528532964073,5.400584506806126,9,1707.5,79.85553968152054,11818.0,581.354535789194,12250.5,602.6302031380538,8854.0,563.040014445406,10045.25,421.6665471793506,12394.0,463.709310131896,8960.0,423.1252378554893,7926.5,494.2703252595979,5197.0,327.22944362127646,8766.0,418.0829653231671,4717.0,220.60238985518734,2461261.856143371,0.9804824071449674,1.031993888394416,True,1.3626809008419514,1.0040141000602019,0.9975532022091043
63,CoRoT-2260809082715.fits,61261.35234722222,100.0,2.7139220237731934,18.366422535649896,2.2856393692179537,10,1740.5,82.19302192940614,12014.0,572.992099634101,13148.0,501.6614034286107,8900.0,424.47392098747287,10158.0,484.47259431356736,12518.0,472.91801138169774,8994.0,353.94839701391174,8163.5,514.0153094097152,5342.0,254.77973999045844,8635.5,339.8400469661591,4800.5,302.26379528649943,2461261.8581432984,0.995640664252281,1.0359233450775003,True,1.410679154098034,1.0080625911216836,1.0
64,CoRoT-2260809083016.fits,61261.35434722222,100.0,2.7140679359436035,20.03334722309468,6.473543535173945,9,1691.0,80.65004498761985,11840.0,570.4264708716348,12731.0,490.6823919369448,8764.5,568.8414985287643,10053.5,639.3181370258515,12458.5,466.12251414218383,8946.5,379.28149154700884,8007.5,509.2097261883429,5356.0,252.93066673593756,8732.5,560.9514816313683,4824.5,300.8398642799382,2461261.8601432256,0.9906453415872656,1.0115366539436776,True,1.4586774073541164,0.9845521301847892,1.0
65,CoRoT-2260809083315.fits,61261.35634722222,100.0,2.772298574447632,18.389178010206834,10.43573399478538,10,1679.5,80.10156744926525,11429.0,545.0912857264975,10936.5,417.28171118017957,8622.0,548.2867635586504,9624.5,454.50545220314245,11789.5,408.9344466992288,8445.0,406.8624616985605,7656.5,361.5690160313118,5102.5,321.2792449639336,8143.0,313.85018596673797,4492.0,282.8390726855443,2461261.862143153,0.9408815324443531,1.0577944458890973,True,1.506675660610199,1.029806453921542,1.0
66,CoRoT-2260809083617.fits,61261.35934722222,100.0,2.735203266143799,21.652703210410408,8.420789146214304,9,1676.5,78.40574657456467,11815.0,557.9491836230587,12434.5,469.7634616173287,8790.5,564.6772401122867,9796.0,462.6043337089702,12132.0,462.8959648916873,8876.5,338.68249524901603,7857.0,489.9365351119233,5171.5,244.21787584482843,8542.0,403.38568992874883,4651.0,292.85051804551796,2461261.865143044,0.966992487800975,1.0273931742124955,True,1.5786730460822582,1.0005456233686194,1.0
67,CoRoT-2260809083916.fits,61261.36134722222,100.0,2.7530384063720703,24.583922985768695,10.404431014167898,9,1653.0,77.30670986445297,11452.0,540.8069446340472,10984.5,381.01195383754003,8663.5,550.9258149026174,9657.5,451.65732033633066,12001.0,457.89766523781236,8615.0,415.05270663506195,7656.5,361.5690160313118,5047.0,317.7846838477164,8455.5,362.1051820161493,4550.5,214.89189674792453,2461261.8671429707,0.9485980799452736,1.0326349760396605,True,1.6266712881624699,1.0058757565956822,1.0
68,CoRoT-2260809084216.fits,61261.36334722222,100.0,2.754601001739502,26.252102703637547,5.486642563088111,10,1586.0,99.86259333910803,11442.5,432.2866548358425,11020.5,416.3439003380732,8591.5,540.9643572969399,9606.5,449.27217683779037,11494.5,438.57217840813547,8319.0,259.37266358636185,7343.0,466.9531088855451,5028.5,235.17047220411482,7965.0,376.1375579820281,4472.5,284.4134249612693,2461261.869142898,0.9233216295906661,1.0179029947219085,True,1.6746695414185524,0.9917477268922719,1.0
69,CoRoT-2260809084516.fits,61261.36534722222,100.0,2.7421040534973145,27.912170850684234,5.168754871840633,9,1679.5,71.20139328823578,11588.5,760.0865389510999,11197.5,436.0501577803073,8695.5,410.6345430549561,9819.5,644.0583137792057,12251.5,462.84989746308275,8992.0,428.8617412943097,7785.0,490.1830322477654,5196.5,330.45374238373074,8541.0,403.338466129881,4694.5,295.58949837985034,2461261.871142825,0.9638639426632083,1.03257235301209,True,1.722667794674635,1.006265649515809,1.0
70,CoRoT-2260809084815.fits,61261.36734722222,100.0,2.7443573474884033,26.901888520272237,10.566448588457924,10,1675.5,105.4979666706655,11593.5,558.5506157137075,12271.0,463.5865887254204,8710.0,565.3042902830209,9795.0,467.15978158115695,12153.5,454.71123936485384,8716.0,329.28210474539685,7789.0,490.4348925083937,5202.5,248.1264689817222,8668.0,324.3046877701529,4717.5,294.1676981533026,2461261.8731427523,0.964948014495868,1.028955833861805,True,1.7706660479307175,1.0029660759948549,1.0
71,CoRoT-2260809085116.fits,61261.36934722222,100.0,2.798598527908325,29.52615118393885,11.191573580722292,9,1642.0,76.79226714908154,11746.5,746.9787135399775,12404.5,473.29319127093106,8608.5,402.5981922977274,9872.0,475.612341253782,12178.0,460.0731380896561,8609.5,423.5210590520448,7706.5,367.5514912460629,5124.5,279.32155481223816,8311.5,408.86175530647193,4688.0,304.2648120375203,2461261.875142679,0.9626564972520757,1.0107832231066771,True,1.818664290010929,0.9854734126322572,1.0
72,CoRoT-2260809085417.fits,61261.37134722222,100.0,2.731874942779541,28.212424169530962,8.370163512072331,10,1640.0,77.44703014319224,11839.5,559.1061666953198,12524.5,477.87178637371727,8827.0,416.84447260607186,9747.0,469.5901023298838,12183.0,464.84186781037147,8787.0,331.96441652108786,7699.0,484.7680366442577,5199.5,324.22362406954886,8394.0,400.3409092998705,4599.0,292.4577621904701,2461261.8771426063,0.9701068823427619,1.0017987394387677,True,1.8666625432670116,0.9769329697761637,1.0
73,CoRoT-2260809085715.fits,61261.37334722222,100.0,2.7231340408325195,30.587471290642355,6.161325556691395,9,1646.0,78.50382853318881,11375.0,537.1707121212266,11530.0,439.92667945937643,8575.5,401.0548641516131,9633.0,464.09782043128865,11987.5,452.8762311422033,8637.5,416.13670964136367,7575.5,412.91841906139337,4964.0,318.8735361944589,8387.5,404.0922317935673,4480.5,220.40607527529897,2461261.879142533,0.9431932617959335,1.0341543423986457,True,1.9146607853472233,1.0087117183371217,1.0
74,CoRoT-2260809090016.fits,61261.37534722222,100.0,2.73078989982605,31.63295676756767,2.547217507904122,10,1648.5,104.8307503742096,11588.5,736.9312409533078,10734.5,409.5744094238227,8704.0,548.0479271271099,9701.0,462.67657387634546,11931.5,450.7606049529259,8808.0,415.94722042758366,7573.0,481.57917657500104,5108.5,238.9118737704525,8336.0,393.657587361982,4556.0,286.86883685559656,2461261.8811424603,0.9502808111067815,1.0280002263237509,True,1.9626590386033058,1.002934010575318,1.0
75,CoRoT-2260809090315.fits,61261.377347222224,100.0,2.7121405601501465,30.13013810755426,-0.14031068376657174,1,-66.0,-2.5437937214545876,52.0,3.306763129790051,-5.0,-0.31795799324904334,399.5,15.24290619635914,32.5,1.5500452170890864,-95.5,-3.067327025238802,14.0,0.8729936988121327,7.0,0.44966050631773014,-4.0,-0.2569488607529887,177.0,11.144816532800833,58.5,2.7900813907603554,2461261.883142387,0.0023685699413744194,-16.51254220021721,False,2.0106572806835175,-16.113524862704317,1.0
76,CoRoT-2260809090615.fits,61261.379347222224,100.0,2.713810443878174,27.256357919798432,-1.546087376855624,1,-0.5,-0.019077479594942603,38.5,2.424155008547074,-22.0,-1.3852314334554707,628.0,19.771030459318993,1411.5,44.437594734599934,-73.5,-3.505486875570703,-14.5,-0.684745083583102,14.5,0.9220781804222258,17.5,1.091242123515166,96.0,6.044646255078418,1.0,0.06359159864980868,2461261.8851423142,0.0024926631886554034,-0.11886736148100496,False,2.0586555339396,-0.11602103139250865,1.0
77,CoRoT-2260809090915.fits,61261.381347222225,100.0,2.7306511402130127,26.624268211004683,-2.052830328709618,0,62.0,2.9278755298036088,106.0,5.0555320926597895,80.0,5.037205212565349,608.0,28.712069711622487,212.0,8.009156287978904,-90.5,-4.360100980902276,-26.75,-1.4436989939584615,-19.0,-1.1963362379842701,-6.5,-0.42186887334553796,191.0,12.026327444999769,2.5,0.1605930379706179,2461261.887142241,0.0033825997540921134,10.861687285435849,False,2.1066537760198116,10.603980057428489,1.0
78,CoRoT-2260809091216.fits,61261.38434722222,100.0,2.722273111343384,27.481177327059527,-2.847017215475198,1,228.0,14.356034855811242,224.0,10.578130946387232,51.5,2.45622549784886,519.0,24.272342661615905,4165.5,162.21182694653896,-37.0,-2.3297074108114737,1.5,0.09635582278237075,-50.0,-3.1482532578533426,10.0,0.6359159864980867,46.5,3.0499222557903223,-12.0,-0.590307533378772,2461261.890142131,0.002944810096317667,45.88109477078355,False,2.178651139140129,44.80759997878114,1.0
79,CoRoT-2260809091515.fits,61261.38634722222,100.0,2.7320621013641357,28.338252736658347,-0.6496240649151446,1,211.5,9.987833460539731,92.5,4.368201395271513,30.5,1.920434487290539,642.5,27.238401421668048,4778.5,202.5816360987405,13.5,0.8500283796204026,7.0,0.4543203251413486,-48.0,-3.052396735190816,3.0,0.18889519547120057,76.0,3.69946550472241,-26.0,-1.6370916940837381,2461261.892142058,0.0017279037357578603,72.53490500636137,False,2.2266493812203407,70.85369767147705,1.0
80,CoRoT-2260809091815.fits,61261.38834722222,100.0,2.6990625858306885,27.676763697754566,-0.49622184164357463,1,106.5,6.640987780249438,128.5,6.00962626592995,-35.0,-2.2037772804973397,432.5,20.424293010323563,11628.0,549.11833323478,5.0,0.31795799324904334,21.0,1.309490548218199,-57.0,-3.5890087139528104,92.0,5.79278599445015,-37.0,-2.307197632574922,26.5,1.6851773642199297,2461261.8941419846,0.0039050568363717514,16.16138093645485,False,2.2746476233005524,15.790341587401478,1.0
81,CoRoT-2260809092116.fits,61261.39034722222,100.0,2.736055374145508,24.05713103141317,-1.4604226642535068,1,-64.0,-3.052396735190816,224.5,8.481394276656905,-4.5,-0.2890674683471122,-46.0,-1.8102764356949008,9531.25,367.3565743577885,-12.0,-0.4578595102786225,-41.0,-1.9554416584816166,0.5,0.0311783463861476,201.0,9.400271435423502,48.5,2.3131444008867903,22.0,1.3718472409904943,2461261.8961419114,0.002308057103159732,-16.43197036763315,False,2.322645865380764,-16.05832738645846,1.0
82,CoRoT-2260809092415.fits,61261.39234722222,100.0,2.7118752002716064,20.0640478517714,2.3126493124659646,2,-56.0,-2.6708471432919643,-58.0,-1.6303731874270848,110.5,4.34859882922362,57.0,3.624721123039094,828.5,26.083278241314943,73.5,2.7499301512582184,-29.0,-1.369490167166204,83.5,3.982423865444268,117.5,7.472012841352519,92.0,4.344589495837613,-41.0,-2.6072555446421557,2461261.898141838,0.007453571572636221,-4.452252837688666,False,2.3706441074609756,-4.351992244112246,1.0
83,CoRoT-2260809092715.fits,61261.39434722222,100.0,2.729633331298828,15.505727678360742,3.1286440277062866,3,-35.5,-1.6602469450623596,-40.0,-1.9077479594942601,13.5,0.6438649363293129,133.0,7.108662976041653,1.0,0.04282481012549811,-75.5,-2.376931209679274,450.5,21.70414908172901,357.5,16.882508095238553,-33.0,-1.2718968607272938,1165.0,56.708912013179045,-28.5,-1.8693071890327781,2461261.900141765,0.0005761869673844416,-36.51078248529834,False,2.4186423495411873,-35.69661905512798,1.0
84,CoRoT-2260809093016.fits,61261.396347222224,100.0,2.7266995906829834,14.333483176126961,0.21389890257643174,3,-31.0,-1.4639377649018044,-27.0,-1.2750425694306038,60.25,2.529096783808852,116.5,7.335430090798289,-43.0,-1.6244986810523248,-85.0,-2.293727373578864,413.0,20.103674387504675,340.0,18.532408749372813,-51.0,-1.9459029186841454,1183.5,58.219080479481384,-2.5,-0.15897899662452167,2461261.9021416917,0.0020938835821698205,-8.77334849310666,False,2.466640591621399,-8.579638652379021,1.0
85,CoRoT-2260809093315.fits,61261.398347222224,100.0,2.7387936115264893,13.977616962456768,0.7536852982132416,0,68.0,3.2112183230104097,-59.0,-1.9146356559528261,60.0,3.8542329112948295,-13.5,-0.6640959750511185,66.5,3.1716309826592073,295.5,18.791317401018464,454.5,14.170558432504084,207.0,7.820261092507703,61.75,2.592061848965919,424.0,19.82942830158987,-6.0,-0.37414015663377115,2461261.9041416184,0.009027529992389169,4.463712259086246,False,2.5146388337016106,4.366138441473195,1.0
86,CoRoT-2260809093615.fits,61261.400347222225,100.0,2.717400550842285,11.749846443005282,-1.3655920984194267,0,52.0,2.480072347342538,-90.5,-3.453023806684611,89.5,5.635373331557483,-41.0,-1.9957642854423527,29.5,1.3931020666001042,411.0,26.136147045071365,550.0,17.487689628697385,197.0,7.516526960407385,90.0,4.2501418981020125,265.5,12.537918599400937,23.5,1.4944025682705038,2461261.906141545,0.011899335303493845,2.5896248848258834,False,2.562637075781822,2.5335873804671265,1.0
