source_id,ra,dec,g_mag,x_ref,y_ref
4263775216276464512,291.1328546430236,1.0019486781517626,8.333202362060547,611.5110022635415,387.09559066723614
4263686057074432256,291.44278614457573,0.5644184182832672,8.530107498168945,397.3410792272406,693.7442486569688
4288601471599896192,291.5032766841932,1.7554052301818417,8.60001277923584,350.86010392643465,-137.40009783639778
4287839196484294016,291.58699329941624,1.547143746269847,8.685355186462402,292.8956527833781,8.303865944475433
4287751583462870912,292.0809448596365,1.134872146714249,8.823681831359863,-50.42339839725366,297.76300028501316
4287732101490217472,291.552061044219,0.922226770530305,8.962035179138184,319.4412908544677,444.3583877455987
4287767114065064192,291.83329795098643,1.2205738374410333,9.143768310546875,122.03966065291807,237.13025214415399
4288596180199525248,291.4434742371877,1.7197005311013547,9.221787452697754,392.6855748839763,-112.71977848774293
4263777110383769600,291.240871484108,1.0496903182415667,9.407538414001465,535.9884365456973,354.1966786004143
4287844350445044736,291.9048367946319,1.6847517768783655,9.496868133544922,70.6433232604497,-86.55062069835128
4287743783802586624,292.12538047019,0.9264184964368254,9.702080726623535,-80.48377973216222,443.35816093620855
4287834252995894912,291.759337322413,1.468584229608546,9.713214874267578,172.81809501981706,63.78323369538174
4287762406780828416,291.9419587639341,1.12224438495614,9.982994079589844,46.60786965305158,306.1198697412584
4287806009289486720,291.4646668773177,1.2822541343379208,10.005884170532227,379.0472155521442,192.7250729969581
4288599169497006080,291.7298445112243,1.7694970867121385,10.153975486755371,192.63236770509891,-146.34413182047354
4287765052480417024,292.06525382939583,1.2188317651748852,10.20402717590332,-39.817421615386756,239.12689872055108
4263711998677240960,291.41065549045834,0.8478670051889512,10.213085174560547,418.38451146829095,495.74680996985796
4287780720521799936,291.41375218126603,1.0155290581695848,10.257671356201172,415.52643246228484,378.7166851354285
4287762269341875968,291.92118181390595,1.1010330200371963,10.267372131347656,61.19217344765373,320.85245772863055
4288601712117710976,291.59395633073694,1.7741639346441125,10.323240280151367,287.5072767540592,-150.13051153274523
4263756322741996544,291.0833813329923,0.8641682590520408,10.32654094696045,646.5516793905833,483.0996653979129
4288571097589406976,290.9751247471445,1.4247801356488226,10.341064453125,720.2662947448794,91.18321267462181
4287812125324703872,291.452829646466,1.3930237078582792,10.35449504852295,386.9651975410307,115.35772077937065
4263711861238293248,291.3830734454166,0.8344144690583489,10.448175430297852,437.67871074945697,505.0353378720889
4263764019323337728,291.30051016728396,0.9670002935561847,10.45549488067627,494.7054822412251,412.1602670980795
4287742168893860480,291.8288418586488,1.1107515002371617,10.463229179382324,125.5774752992752,313.7567947988297
4263692757223441024,291.5374010834709,0.6583050299726741,10.47722339630127,330.8977608891956,628.535011841562
4287817004406675840,291.90802320403634,1.349444818428083,10.504348754882812,69.42671705544413,147.4563528116086
4288565806189325952,291.3602558974264,1.5353587451679556,10.50519847869873,451.19274215755854,15.625690759671954
4287817382363829760,291.85619303450136,1.3457258377494523,10.510732650756836,105.61273376288946,149.87111844746505
4263693719296027520,291.6518416611937,0.6789910953857308,10.526758193969727,251.00072559369812,614.4920017780574
4287776906590252032,292.148471626832,1.381187134653839,10.599081039428711,-98.5134635307153,126.11008494106079
4287732067130491008,291.53921302742714,0.9248984239612021,10.617921829223633,328.39080988856153,442.44691284759887
4287824735347875456,291.97343324003384,1.4721097200738582,10.656939506530762,23.362675026799153,62.08241075665239
4287744711515527936,292.10925533744296,0.9646877481413684,10.67708969116211,-69.41685932168068,416.6042679500483
