frame_index,file_name,mjd_utc,weather,background_rms,shift_x,shift_y,registration_stars,target_flux,target_snr,comp_1_flux,comp_1_snr,comp_2_flux,comp_2_snr,comp_3_flux,comp_3_snr,comp_4_flux,comp_4_snr,comp_5_flux,comp_5_snr,comp_6_flux,comp_6_snr,comp_7_flux,comp_7_snr,comp_8_flux,comp_8_snr,comp_9_flux,comp_9_snr,comp_10_flux,comp_10_snr,bjd_tdb,ensemble_flux,differential_flux,reject_registration,reject_target_flux,reject_target_snr,reject_nonfinite_flux,reject_comparison_ensemble,reject_background,accepted,rejection_reason,hours_from_expected_mid,detrended_flux,transit_model
0,HATP-10260905074224.fits,61288.32134722223,100.0,2.094123363494873,-17.662647488408197,42.362890471019206,0,133.5,8.575668227630995,36.5,1.7236686586747052,,,-32.0,-3.052396735190816,1.5,0.09635582278237075,-27.5,-1.7315392918193384,-4.5,-0.4475170664353414,-38.5,-1.4544930051282443,-12.5,-1.2044477847796342,3.0,0.196769177792924,,,2461288.8239745703,-0.002236179015166008,-17.502213556367366,True,False,False,False,True,False,False,registration;comparison_ensemble,-1.949794314801693,-17.47784626173764,1.0
1,HATP-10260905074835.fits,61288.32534722222,100.0,2.1970531940460205,-15.307244174450915,43.762015726114285,0,-6.5,-0.40927292352093453,18020.5,491.12245862951875,,,15.5,0.9759585099345363,9.5,0.7108662976041653,19.5,1.2278187705628036,25.5,1.5900956656935274,12.0,0.763099183797704,-5.5,-0.2572213576857177,92.5,4.943994926946262,,,2461288.827974936,0.0025327308836856546,-0.7523892661490744,True,True,True,False,True,False,False,registration;target_flux;target_snr;comparison_ensemble,-1.8537855371832848,-0.7510132945763616,1.0
2,HATP-10260905075020.fits,61288.32734722222,100.0,2.1649718284606934,-18.12414758610666,44.28177574807762,1,1825.5,117.2650363261452,31.5,1.50235151810173,,,0.5,0.03279486296548734,69.0,4.387820306836798,-20.5,-1.3168629113590669,-6.0,-0.33036282096812825,-76.0,-1.5741534223433922,19.0,1.7945043569764054,4.5,0.286162193924139,,,2461288.829975119,0.00015616580550817976,3427.0005350467695,True,False,False,False,True,False,False,registration;comparison_ensemble,-1.8057811483740807,3419.985668247876,1.0
3,HATP-10260905075816.fits,61288.332347222226,100.0,2.1990585327148438,-15.856954480930824,43.254831130021245,0,-1.5,-0.09444759773560028,-71.0,-2.980346417434498,,,10.0,0.6423721518824717,-12.5,-0.608464721171449,-13.5,-0.6571418988651649,-27.5,-1.766523417676797,282.0,8.878074187146426,5.0,0.3211860759412358,14.0,0.8902823810973214,,,2461288.8349755765,0.00031713851635079655,-1.386629864347184,True,True,True,False,True,False,False,registration;target_flux;target_snr;comparison_ensemble,-1.6857701651751995,-1.3830359019322713,0.9966947206443504
4,HATP-10260905080000.fits,61288.33334722222,100.0,2.2021231651306152,-14.812014643629198,44.79863688680591,0,1259.0,58.880307150239744,24.0,1.5111615637696045,,,2.0,0.1927116455647415,-31.5,-2.003135357468973,202.5,12.627230286389777,-38.0,-2.4164807486927296,167.0,2.840063916265445,-1.0,-0.06296506515706685,-10.5,-0.661133184149202,,,2461288.835975668,-4.741805627678774e-05,-7783.954039123432,True,False,False,False,True,False,False,registration;comparison_ensemble,-1.6617679707705975,-7762.931270116792,0.9957465141897218
5,HATP-10260905080614.fits,61288.33834722223,100.0,2.2071990966796875,-9.665295183231365,44.04540676914691,2,18.0,1.144648775696556,369.0,13.805771779786157,,,55.0,5.1946178754580155,-16.5,-0.7869460332913824,-15.5,-0.9759585099345363,17.5,1.1358008128533714,5.0,0.31795799324904334,12.0,0.763099183797704,258.5,13.951259436944385,,,2461288.840976125,0.003198062776466726,1.650075443707029,False,False,True,False,True,False,False,target_snr;comparison_ensemble,-1.5417569987475872,1.6447209537950123,0.9910054819165792
6,HATP-10260905081225.fits,61288.34234722222,100.0,2.1764698028564453,-5.4462753285352115,45.562336785177706,0,-16.5,-1.0599140506060782,396.5,14.979389000866204,,,18.5,1.153598816287461,150.0,9.538739797471301,-16.5,-1.038923575091603,-2.0,-0.1247133855445904,1.0,0.0623566927722952,12.5,0.7948949831226084,-45.0,-2.8334279320680085,,,2461288.8449764904,0.0011974399722991795,-4.039694038012204,True,True,True,False,True,False,False,registration;target_flux;target_snr;comparison_ensemble,-1.44574823230505,-4.0248282025871545,0.9872126565395679
7,HATP-10260905082023.fits,61288.347347222225,100.0,2.1056628227233887,-0.2215889061309344,43.34194949288243,1,-2.5,-0.1947087107748637,358.5,11.286487929404233,,,11.5,0.7313033844727997,-3.0,-0.1927116455647415,-4.0,-0.2569488607529887,23.0,2.1722947479188064,51.5,3.3778708854451955,6.0,0.381549591898852,340.5,21.439604685981262,,,2461288.8499769475,0.0022960693089744658,-0.31920765355234215,True,True,True,False,True,False,False,registration;target_flux;target_snr;comparison_ensemble,-1.3257372602820396,-0.31785961174383215,0.9824716242664253
8,HATP-10260905082206.fits,61288.349347222225,100.0,2.1084887981414795,1.6351253858579327,42.77755599817286,0,1072.0,68.1701937525949,-7.0,-0.4451411905486607,,,-5.5,-0.3463078583638677,-21.5,-1.3406688946043468,270.5,17.376166708420858,16.5,1.038923575091603,265.5,5.065070832457261,2.0,0.1247133855445904,19.5,1.2159555090597562,,,2461288.8519771304,0.0019095636448850134,164.58070872152808,True,False,False,False,True,False,False,registration;comparison_ensemble,-1.2777328714728355,163.84994072371802,0.981775091357763
9,HATP-10260905083001.fits,61288.35434722222,100.0,2.185025691986084,4.526847013857143,45.97055091524044,0,-8.25,-0.6233541450549619,-31.0,-1.1598344855646907,,,0.0,0.0,13.0,0.8106370060398376,23.0,2.1722947479188064,-10.5,-0.661133184149202,-30.0,-1.6352125367093657,5.0,0.233837597896107,75.0,4.7693698987356505,,,2461288.856977587,0.0007174630506528914,-3.371108179419525,True,True,True,False,True,False,False,registration;target_flux;target_snr;comparison_ensemble,-1.1577219106256962,-3.3543116389921983,0.981775091357763
