source_id,ra,dec,g_mag,x_ref,y_ref
1909750855911673088,349.1756924195052,31.338361180592297,8.51362419128418,94.70465076155497,275.6184746963197
1909853247932462592,348.5333586218221,31.321312062041542,8.792868614196777,477.4256385673293,286.3914184470763
1909646471026698624,348.7701870485054,31.043541249838526,8.936502456665039,337.3587846347333,480.75593982347084
1909972819821572224,348.6007563518959,31.77803849555925,9.00035285949707,433.2110562376375,-32.75180770276256
1909790988086156800,349.30467588723326,31.64740149229626,9.249818801879883,18.028220739745205,60.25913718027465
1909697186000445568,349.49712850777195,31.24808891783913,9.31606388092041,-96.90234040115153,337.9904140227227
1909857749058181248,348.48925320587614,31.391578766320475,9.763651847839355,503.110002466841,237.11427623254048
1909745770670393088,349.13362346001026,31.343629694505317,9.786184310913086,119.74015010003662,271.95158288382106
1909748107132606080,349.26751446420604,31.35399158144385,9.926473617553711,40.075303675890574,264.693245186005
1909861047592919040,348.2740963530323,31.264910109616256,9.927618026733398,632.6867671269251,324.6737116742679
1909685778567171840,349.2290187598322,30.946069349966994,9.98273754119873,62.19861137904094,548.4202642218698
1909922585884382720,348.21496232624366,31.641147491568404,10.209229469299316,663.1622645905597,60.9030625444596
1909586994319606400,348.8594524153296,30.76155922226302,10.25110149383545,284.0846241070078,677.0463714464323
1909857611619156224,348.44636467065556,31.401178104729855,10.301071166992188,528.5581800763791,230.21612225831575
1909663582176390912,348.71576272138776,31.24081782759009,10.305005073547363,369.1201054631304,343.1298173048854
1909866235913364736,348.10677196493594,31.400950018524107,10.34320068359375,730.8429241153078,228.4854573394643
1909636815940829568,348.69042088432974,30.843416216103556,10.360499382019043,385.813615793307,620.0337426431955
1910027795403473920,348.60039656604255,31.955452562625588,10.368000984191895,431.4408439757636,-157.04735751233966
1909851048909501184,348.37087326526637,31.32667197345081,10.413515090942383,574.2782192906329,281.96248116256186
1909972785462350976,348.60288542423297,31.773714299554626,10.426100730895996,431.9990428352938,-29.713662308154312
1909654854802763392,348.52629459230633,31.078515077696178,10.51314640045166,483.373421688129,455.8699305954024
1909817410725182336,348.24006679130133,30.949338751019848,10.750916481018066,656.1786793161336,545.015189803269
1909963645771527168,348.8105101215202,31.786792093704307,10.756503105163574,309.30255976684396,-37.99057358061873
1909589326484943872,349.0623291692572,30.784008951226962,10.784968376159668,161.89406350532454,661.2714239989318
1909954403001820032,348.62807092161836,31.57729054695544,10.84163761138916,418.97527226502723,107.84291987754091
1909685331890633344,349.332152272203,30.962361870134,10.90849494934082,0.41127977930279647,536.881709651548
1909765699318632576,349.09215592493774,31.52735518543757,10.986907958984375,144.06838262861342,143.86710568035545
1909634788714350464,348.9070750960796,30.872812219057888,11.030746459960938,255.43079811544663,599.6717908000985
1909792293756208000,349.2762630466862,31.725784485325068,11.07728099822998,34.70550644259603,5.581560526203077
1909645852551411840,348.8675617519231,31.034487919010303,11.08446216583252,279.0168101776254,487.1531335648846
