frame_index,file_name,background_rms,detected_sources,saturated_fraction_4095,usable_reference,reference_score
75,WASP-10260808092415.fits,2.0819873809814453,254,6.153846153846154e-05,True,219176.94762638095
76,WASP-10260808092716.fits,2.1017024517059326,94,0.0,True,54677.24775730589
77,WASP-10260808093016.fits,2.1045761108398438,97,0.0,True,65126.43988240028
78,WASP-10260808093315.fits,2.0933101177215576,174,2.7692307692307694e-05,True,147170.80744543922
79,WASP-10260808093615.fits,2.183734178543091,33,0.0,True,9740.148487784747
80,WASP-10260808093916.fits,2.0913116931915283,62,0.0,True,28569.286516925025
81,WASP-10260808094215.fits,2.1223106384277344,123,1.846153846153846e-05,True,107796.67172702125
82,WASP-10260808094517.fits,2.080031156539917,123,1.2307692307692308e-05,True,96962.63050980808
83,WASP-10260808094816.fits,2.079465389251709,168,2.4615384615384616e-05,True,129732.89256504596
84,WASP-10260808095117.fits,2.184941291809082,14,0.0,True,1060.837180068588
85,WASP-10260808095415.fits,2.154862403869629,17,0.0,True,1398.2615164080075
